"agegrp"	"gender"	"year"	"cause_code"	"rate"	"relrank"
"25-34"	"M"	2005	"I20-I25"	3.9	8
"25-34"	"M"	2005	"I30-I51"	5.4	6
"25-34"	"M"	2005	"R95-R99"	3.4	9
"25-34"	"M"	2005	"V01-V99"	29.3	1
"25-34"	"M"	2005	"W00-X59"	24.3	2
"25-34"	"M"	2005	"X60-X84"	20.6	3
"25-34"	"M"	2005	"X85-Y09"	20.1	4
"25-34"	"M"	2006	"B20-B24"	3.7	8
"25-34"	"M"	2006	"C00-C97"	9	5
"25-34"	"M"	2006	"I20-I25"	4.2	7
"25-34"	"M"	2006	"I30-I51"	5.5	6
"25-34"	"M"	2006	"R95-R99"	2.8	10
"25-34"	"M"	2006	"V01-V99"	29.8	1
"25-34"	"M"	2006	"W00-X59"	27.6	2
"25-34"	"M"	2006	"X60-X84"	20.4	3
"25-34"	"M"	2006	"X85-Y09"	19.9	4
"25-34"	"M"	2006	"Y10-Y34"	2.9	9
"35-44"	"F"	2004	"B20-B24"	6.2	6
"35-44"	"F"	2004	"C00-C97"	37.8	1
"35-44"	"F"	2004	"E10-E14"	3.5	10
"35-44"	"F"	2004	"I20-I25"	8	4
"35-44"	"F"	2004	"I30-I51"	5.6	7
"35-44"	"F"	2004	"I60-I69"	5.1	9
"35-44"	"F"	2004	"K70-K76"	5.5	8
"35-44"	"F"	2004	"V01-V99"	8.7	3
"35-44"	"F"	2004	"W00-X59"	12.9	2
"35-44"	"F"	2004	"X60-X84"	7.1	5
"35-44"	"F"	2005	"B20-B24"	5.6	6
"35-44"	"F"	2005	"C00-C97"	37.6	1
"35-44"	"F"	2005	"I20-I25"	7.6	4
"35-44"	"F"	2005	"I30-I51"	5.5	8
"35-44"	"F"	2005	"I60-I69"	5.1	9
"35-44"	"F"	2005	"K70-K76"	5.5	7
"35-44"	"F"	2005	"V01-V99"	8.9	3
"35-44"	"F"	2005	"W00-X59"	13.2	2
"35-44"	"F"	2005	"X60-X84"	6.8	5
"35-44"	"F"	2005	"X85-Y09"	3.6	10
"35-44"	"F"	2006	"B20-B24"	5.4	8
"35-44"	"F"	2006	"C00-C97"	36.5	1
"35-44"	"F"	2006	"E10-E14"	3.8	10
"35-44"	"F"	2006	"I20-I25"	7.5	4
"35-44"	"F"	2006	"I30-I51"	5.6	6
"35-44"	"F"	2006	"I60-I69"	4.9	9
"35-44"	"F"	2006	"K70-K76"	5.5	7
"35-44"	"F"	2006	"V01-V99"	9.1	3
"35-44"	"F"	2006	"W00-X59"	14.1	2
"35-44"	"F"	2006	"X60-X84"	7	5
"35-44"	"M"	2004	"B20-B24"	15.9	6
"35-44"	"M"	2004	"C00-C97"	29.4	1
"35-44"	"M"	2004	"F10-F19"	6.9	10
"35-44"	"M"	2004	"I20-I25"	24.6	3
"35-44"	"M"	2004	"I30-I51"	10.7	8
"35-44"	"M"	2004	"K70-K76"	10.9	7
"35-44"	"M"	2004	"V01-V99"	23.8	4
"35-44"	"M"	2004	"W00-X59"	28.9	2
"35-44"	"M"	2004	"X60-X84"	23.2	5
"35-44"	"M"	2004	"X85-Y09"	10.1	9
"35-44"	"M"	2005	"B20-B24"	14.5	6
"35-44"	"M"	2005	"C00-C97"	29.3	2
"35-44"	"M"	2005	"F10-F19"	6.9	10
"35-44"	"M"	2005	"I20-I25"	24	4
"35-44"	"M"	2005	"I30-I51"	11	7
"35-44"	"M"	2005	"K70-K76"	10.1	9
"35-44"	"M"	2005	"V01-V99"	24	3
"35-44"	"M"	2005	"W00-X59"	30.7	1
"35-44"	"M"	2005	"X60-X84"	23.4	5
"35-44"	"M"	2005	"X85-Y09"	10.5	8
"35-44"	"M"	2006	"B20-B24"	13.1	6
"35-44"	"M"	2006	"C00-C97"	27.8	2
"35-44"	"M"	2006	"F10-F19"	6.7	10
"35-44"	"M"	2006	"I20-I25"	23.6	4
"35-44"	"M"	2006	"I30-I51"	10.5	7
"35-44"	"M"	2006	"K70-K76"	9.6	9
"35-44"	"M"	2006	"V01-V99"	23.7	3
"35-44"	"M"	2006	"W00-X59"	33.1	1
"35-44"	"M"	2006	"X60-X84"	23.5	5
"35-44"	"M"	2006	"X85-Y09"	10.4	8
"45-54"	"F"	2004	"C00-C97"	113.7	1
"45-54"	"F"	2004	"E10-E14"	10.3	7
"45-54"	"F"	2004	"I20-I25"	28	2
"45-54"	"F"	2004	"I30-I51"	12.2	6
"45-54"	"F"	2004	"I60-I69"	13.1	4
"45-54"	"F"	2004	"J40-J47"	8	10
"45-54"	"F"	2004	"K70-K76"	13	5
"45-54"	"F"	2004	"V01-V99"	8.8	8
"45-54"	"F"	2004	"W00-X59"	14.2	3
"45-54"	"F"	2004	"X60-X84"	8.6	9
"45-54"	"F"	2005	"C00-C97"	115.7	1
"45-54"	"F"	2005	"E10-E14"	10.3	7
"45-54"	"F"	2005	"I20-I25"	28.1	2
"45-54"	"F"	2005	"I30-I51"	12.1	6
"45-54"	"F"	2005	"I60-I69"	13.6	4
"45-54"	"F"	2005	"J40-J47"	9	8
"45-54"	"F"	2005	"K70-K76"	12.7	5
"45-54"	"F"	2005	"V01-V99"	8.6	9
"45-54"	"F"	2005	"W00-X59"	15.8	3
"45-54"	"F"	2005	"X60-X84"	8	10
"45-54"	"F"	2006	"C00-C97"	113.5	1
"45-54"	"F"	2006	"E10-E14"	9.9	7
"45-54"	"F"	2006	"I20-I25"	27.3	2
"45-54"	"F"	2006	"I30-I51"	12.1	6
"45-54"	"F"	2006	"I60-I69"	13	5
"45-54"	"F"	2006	"J40-J47"	8.9	8
"45-54"	"F"	2006	"K70-K76"	13.4	4
"45-54"	"F"	2006	"V01-V99"	8.5	9
"45-54"	"F"	2006	"W00-X59"	17.7	3
"45-54"	"F"	2006	"X60-X84"	8.4	10
"45-54"	"M"	2004	"B20-B24"	16.3	10
"45-54"	"M"	2004	"C00-C97"	124.4	1
"45-54"	"M"	2004	"E10-E14"	16.5	9
"45-54"	"M"	2004	"I20-I25"	92.9	2
"45-54"	"M"	2004	"I30-I51"	24.6	6
"45-54"	"M"	2004	"I60-I69"	16.7	8
"45-54"	"M"	2004	"K70-K76"	33.3	4
"45-54"	"M"	2004	"V01-V99"	24.1	7
"45-54"	"M"	2004	"W00-X59"	33.4	3
"45-54"	"M"	2004	"X60-X84"	24.8	5
"45-54"	"M"	2005	"B20-B24"	16.4	10
"45-54"	"M"	2005	"C00-C97"	121.7	1
"45-54"	"M"	2005	"E10-E14"	16.6	8
"45-54"	"M"	2005	"I20-I25"	92.1	2
"45-54"	"M"	2005	"I30-I51"	24.6	6
"45-54"	"M"	2005	"I60-I69"	16.5	9
"45-54"	"M"	2005	"K70-K76"	32.9	4
"45-54"	"M"	2005	"V01-V99"	24.2	7
"45-54"	"M"	2005	"W00-X59"	36.8	3
"45-54"	"M"	2005	"X60-X84"	25.2	5
"45-54"	"M"	2006	"C00-C97"	119.1	1
"45-54"	"M"	2006	"E10-E14"	16.5	8
"45-54"	"M"	2006	"I10-I15"	16	10
"45-54"	"M"	2006	"I20-I25"	89.2	2
"45-54"	"M"	2006	"I30-I51"	24.4	7
"45-54"	"M"	2006	"I60-I69"	16.4	9
"45-54"	"M"	2006	"K70-K76"	32.5	4
"45-54"	"M"	2006	"V01-V99"	24.5	6
"45-54"	"M"	2006	"W00-X59"	39.3	3
"45-54"	"M"	2006	"X60-X84"	26.1	5
"55-64"	"F"	2004	"A30-A49"	12.6	9
"55-64"	"F"	2004	"C00-C97"	291.2	1
"55-64"	"F"	2004	"E10-E14"	30.5	4
"55-64"	"F"	2004	"I10-I15"	14.6	8
"55-64"	"F"	2004	"I20-I25"	86.5	2
"55-64"	"F"	2004	"I30-I51"	27.7	6
"55-64"	"F"	2004	"I60-I69"	29.3	5
"55-64"	"F"	2004	"J40-J47"	37.7	3
"55-64"	"F"	2004	"K70-K76"	17.9	7
"55-64"	"F"	2004	"N17-N19"	11.9	10
"55-64"	"F"	2005	"A30-A49"	12.2	9
"55-64"	"F"	2005	"C00-C97"	284.8	1
"55-64"	"F"	2005	"E10-E14"	29.8	4
"55-64"	"F"	2005	"I10-I15"	13.9	8
"55-64"	"F"	2005	"I20-I25"	83.5	2
"55-64"	"F"	2005	"I30-I51"	27.9	5
"55-64"	"F"	2005	"I60-I69"	27.7	6
"55-64"	"F"	2005	"J40-J47"	38.8	3
"55-64"	"F"	2005	"K70-K76"	17.7	7
"55-64"	"F"	2005	"W00-X59"	11.6	10
"55-64"	"F"	2006	"A30-A49"	12	10
"55-64"	"F"	2006	"C00-C97"	278.9	1
"55-64"	"F"	2006	"E10-E14"	28.8	4
"55-64"	"F"	2006	"I10-I15"	14.5	8
"55-64"	"F"	2006	"I20-I25"	79.3	2
"55-64"	"F"	2006	"I30-I51"	27.2	6
"55-64"	"F"	2006	"I60-I69"	28	5
"55-64"	"F"	2006	"J40-J47"	36.3	3
"55-64"	"F"	2006	"K70-K76"	18.1	7
"55-64"	"F"	2006	"W00-X59"	12.4	9
"55-64"	"M"	2004	"C00-C97"	373.5	1
"55-64"	"M"	2004	"E10-E14"	43.6	4
"55-64"	"M"	2004	"I10-I15"	26.8	8
"55-64"	"M"	2004	"I20-I25"	232.8	2
"55-64"	"M"	2004	"I30-I51"	51.4	3
"55-64"	"M"	2004	"I60-I69"	39.1	7
"55-64"	"M"	2004	"J40-J47"	42.7	5
"55-64"	"M"	2004	"K70-K76"	41.3	6
"55-64"	"M"	2004	"W00-X59"	23.8	9
"55-64"	"M"	2004	"X60-X84"	21.8	10
"55-64"	"M"	2005	"C00-C97"	365.8	1
"55-64"	"M"	2005	"E10-E14"	44.5	5
"55-64"	"M"	2005	"I10-I15"	26.7	9
"55-64"	"M"	2005	"I20-I25"	227.1	2
"55-64"	"M"	2005	"I30-I51"	51.1	3
"55-64"	"M"	2005	"I60-I69"	38.2	7
"55-64"	"M"	2005	"J40-J47"	44.6	4
"55-64"	"M"	2005	"K70-K76"	43.9	6
"55-64"	"M"	2005	"V01-V99"	22.7	10
"55-64"	"M"	2005	"W00-X59"	26.9	8
"55-64"	"M"	2006	"C00-C97"	359.4	1
"55-64"	"M"	2006	"E10-E14"	43.3	5
"55-64"	"M"	2006	"I10-I15"	27.1	9
"55-64"	"M"	2006	"I20-I25"	218.2	2
"55-64"	"M"	2006	"I30-I51"	50.5	3
"55-64"	"M"	2006	"I60-I69"	38.3	7
"55-64"	"M"	2006	"J40-J47"	41.4	6
"55-64"	"M"	2006	"K70-K76"	43.4	4
"55-64"	"M"	2006	"W00-X59"	27.8	8
"55-64"	"M"	2006	"X60-X84"	22.4	10
"65-74"	"F"	2004	"A30-A49"	30.4	9
"65-74"	"F"	2004	"C00-C97"	622.4	1
"65-74"	"F"	2004	"E10-E14"	75.8	6
"65-74"	"F"	2004	"I10-I15"	34.7	7
"65-74"	"F"	2004	"I20-I25"	265.4	2
"65-74"	"F"	2004	"I30-I51"	83.5	5
"65-74"	"F"	2004	"I60-I69"	95.9	4
"65-74"	"F"	2004	"J40-J47"	137.4	3
"65-74"	"F"	2004	"K70-K76"	27.7	10
"65-74"	"F"	2004	"N17-N19"	33.4	8
"65-74"	"F"	2005	"A30-A49"	30.4	9
"65-74"	"F"	2005	"C00-C97"	605.6	1
"65-74"	"F"	2005	"E10-E14"	75.3	6
"65-74"	"F"	2005	"I10-I15"	34.7	7
"65-74"	"F"	2005	"I20-I25"	251.3	2
"65-74"	"F"	2005	"I30-I51"	81.8	5
"65-74"	"F"	2005	"I60-I69"	89.7	4
"65-74"	"F"	2005	"J09-J18"	29.2	10
"65-74"	"F"	2005	"J40-J47"	142.1	3
"65-74"	"F"	2005	"N17-N19"	34.5	8
"65-74"	"F"	2006	"A30-A49"	30.7	9
"65-74"	"F"	2006	"C00-C97"	599.8	1
"65-74"	"F"	2006	"E10-E14"	69	6
"65-74"	"F"	2006	"I10-I15"	32.7	8
"65-74"	"F"	2006	"I20-I25"	230.3	2
"65-74"	"F"	2006	"I30-I51"	79.5	5
"65-74"	"F"	2006	"I60-I69"	85.6	4
"65-74"	"F"	2006	"J40-J47"	136.1	3
"65-74"	"F"	2006	"K70-K76"	26.5	10
"65-74"	"F"	2006	"N17-N19"	32.9	7
"65-74"	"M"	2004	"C00-C97"	893.8	1
"65-74"	"M"	2004	"E10-E14"	98.5	6
"65-74"	"M"	2004	"I10-I15"	47.1	7
"65-74"	"M"	2004	"I20-I25"	540.8	2
"65-74"	"M"	2004	"I30-I51"	128.3	4
"65-74"	"M"	2004	"I60-I69"	119.3	5
"65-74"	"M"	2004	"J09-J18"	42.1	10
"65-74"	"M"	2004	"J40-J47"	169.5	3
"65-74"	"M"	2004	"K70-K76"	46.8	8
"65-74"	"M"	2004	"N17-N19"	42.3	9
"65-74"	"M"	2005	"C00-C97"	883.1	1
"65-74"	"M"	2005	"E10-E14"	97.9	6
"65-74"	"M"	2005	"I10-I15"	46	7
"65-74"	"M"	2005	"I20-I25"	512.5	2
"65-74"	"M"	2005	"I30-I51"	124.7	4
"65-74"	"M"	2005	"I60-I69"	111.6	5
"65-74"	"M"	2005	"J09-J18"	42	10
"65-74"	"M"	2005	"J40-J47"	177.5	3
"65-74"	"M"	2005	"K70-K76"	46	8
"65-74"	"M"	2005	"N17-N19"	42	9
"65-74"	"M"	2006	"C00-C97"	852.5	1
"65-74"	"M"	2006	"E10-E14"	94.3	6
"65-74"	"M"	2006	"I10-I15"	45.3	7
"65-74"	"M"	2006	"I20-I25"	484	2
"65-74"	"M"	2006	"I30-I51"	122.5	4
"65-74"	"M"	2006	"I60-I69"	105.8	5
"65-74"	"M"	2006	"J09-J18"	38.1	10
"65-74"	"M"	2006	"J40-J47"	159.9	3
"65-74"	"M"	2006	"K70-K76"	44.2	8
"65-74"	"M"	2006	"N17-N19"	42.6	9
"75-84"	"F"	2004	"C00-C97"	1025.4	1
"75-84"	"F"	2004	"E10-E14"	159.9	7
"75-84"	"F"	2004	"F01-F09"	111.4	9
"75-84"	"F"	2004	"G30-G31"	185.5	6
"75-84"	"F"	2004	"I10-I15"	108.6	10
"75-84"	"F"	2004	"I20-I25"	846.9	2
"75-84"	"F"	2004	"I30-I51"	305.5	5
"75-84"	"F"	2004	"I60-I69"	375.6	3
"75-84"	"F"	2004	"J09-J18"	117	8
"75-84"	"F"	2004	"J40-J47"	314.2	4
"75-84"	"F"	2005	"C00-C97"	1023	1
"75-84"	"F"	2005	"E10-E14"	160.4	7
"75-84"	"F"	2005	"F01-F09"	129.8	8
"75-84"	"F"	2005	"G30-G31"	194.2	6
"75-84"	"F"	2005	"I10-I15"	111.8	10
"75-84"	"F"	2005	"I20-I25"	813.6	2
"75-84"	"F"	2005	"I30-I51"	305.8	5
"75-84"	"F"	2005	"I60-I69"	350.4	3
"75-84"	"F"	2005	"J09-J18"	120.7	9
"75-84"	"F"	2005	"J40-J47"	333.4	4
"75-84"	"F"	2006	"C00-C97"	1014.6	1
"75-84"	"F"	2006	"E10-E14"	148.4	8
"75-84"	"F"	2006	"F01-F09"	171.5	7
"75-84"	"F"	2006	"G30-G31"	194.4	6
"75-84"	"F"	2006	"I10-I15"	103.2	10
"75-84"	"F"	2006	"I20-I25"	749.4	2
"75-84"	"F"	2006	"I30-I51"	300	5
"75-84"	"F"	2006	"I60-I69"	328.6	3
"75-84"	"F"	2006	"J09-J18"	108	9
"75-84"	"F"	2006	"J40-J47"	313.5	4
"75-84"	"M"	2004	"C00-C97"	1651.7	1
"75-84"	"M"	2004	"E10-E14"	201.3	6
"75-84"	"M"	2004	"G30-G31"	152.3	8
"75-84"	"M"	2004	"I20-I25"	1401.4	2
"75-84"	"M"	2004	"I30-I51"	393.2	5
"75-84"	"M"	2004	"I60-I69"	400.4	4
"75-84"	"M"	2004	"I70-I78"	111.8	10
"75-84"	"M"	2004	"J09-J18"	171.6	7
"75-84"	"M"	2004	"J40-J47"	442.9	3
"75-84"	"M"	2004	"N17-N19"	131.3	9
"75-84"	"M"	2005	"C00-C97"	1636.8	1
"75-84"	"M"	2005	"E10-E14"	201.1	6
"75-84"	"M"	2005	"F01-F09"	118.7	10
"75-84"	"M"	2005	"G30-G31"	160.8	8
"75-84"	"M"	2005	"I20-I25"	1341	2
"75-84"	"M"	2005	"I30-I51"	386.3	4
"75-84"	"M"	2005	"I60-I69"	370	5
"75-84"	"M"	2005	"J09-J18"	173	7
"75-84"	"M"	2005	"J40-J47"	460	3
"75-84"	"M"	2005	"N17-N19"	132.1	9
"75-84"	"M"	2006	"C00-C97"	1611.8	1
"75-84"	"M"	2006	"E10-E14"	191.8	6
"75-84"	"M"	2006	"F01-F09"	162	8
"75-84"	"M"	2006	"G30-G31"	164.1	7
"75-84"	"M"	2006	"I20-I25"	1254.6	2
"75-84"	"M"	2006	"I30-I51"	383.6	4
"75-84"	"M"	2006	"I60-I69"	341.4	5
"75-84"	"M"	2006	"J09-J18"	155.1	9
"75-84"	"M"	2006	"J40-J47"	432	3
"75-84"	"M"	2006	"N17-N19"	129.1	10
"85+"	"F"	2004	"C00-C97"	1418.5	2
"85+"	"F"	2004	"E10-E14"	312.1	10
"85+"	"F"	2004	"F01-F09"	756.7	6
"85+"	"F"	2004	"G30-G31"	971.6	5
"85+"	"F"	2004	"I10-I15"	478.7	9
"85+"	"F"	2004	"I20-I25"	3292.5	1
"85+"	"F"	2004	"I30-I51"	1391.3	3
"85+"	"F"	2004	"I60-I69"	1379.6	4
"85+"	"F"	2004	"J09-J18"	571.6	7
"85+"	"F"	2004	"J40-J47"	537.1	8
"85+"	"F"	2005	"C00-C97"	1423.6	2
"85+"	"F"	2005	"E10-E14"	319.4	10
"85+"	"F"	2005	"F01-F09"	885.5	6
"85+"	"F"	2005	"G30-G31"	1048.3	5
"85+"	"F"	2005	"I10-I15"	510.5	9
"85+"	"F"	2005	"I20-I25"	3187.3	1
"85+"	"F"	2005	"I30-I51"	1418.3	3
"85+"	"F"	2005	"I60-I69"	1285.5	4
"85+"	"F"	2005	"J09-J18"	599	7
"85+"	"F"	2005	"J40-J47"	594.7	8
"85+"	"F"	2006	"C00-C97"	1407.2	2
"85+"	"F"	2006	"E10-E14"	289.3	10
"85+"	"F"	2006	"F01-F09"	1136.9	5
"85+"	"F"	2006	"G30-G31"	1039.8	6
"85+"	"F"	2006	"I10-I15"	478	9
"85+"	"F"	2006	"I20-I25"	2930.3	1
"85+"	"F"	2006	"I30-I51"	1392	3
"85+"	"F"	2006	"I60-I69"	1174.8	4
"85+"	"F"	2006	"J09-J18"	499.4	8
"85+"	"F"	2006	"J40-J47"	548.4	7
"85+"	"M"	2004	"C00-C97"	2568.5	2
"85+"	"M"	2004	"F01-F09"	554.5	8
"85+"	"M"	2004	"G30-G31"	687.6	7
"85+"	"M"	2004	"I10-I15"	367	10
"85+"	"M"	2004	"I20-I25"	4023.4	1
"85+"	"M"	2004	"I30-I51"	1453.3	3
"85+"	"M"	2004	"I60-I69"	1222.3	4
"85+"	"M"	2004	"J09-J18"	740.4	6
"85+"	"M"	2004	"J40-J47"	886.8	5
"85+"	"M"	2004	"N17-N19"	401.7	9
"85+"	"M"	2005	"C00-C97"	2576.2	2
"85+"	"M"	2005	"E10-E14"	382.5	10
"85+"	"M"	2005	"F01-F09"	637.5	8
"85+"	"M"	2005	"G30-G31"	722.2	7
"85+"	"M"	2005	"I20-I25"	3973	1
"85+"	"M"	2005	"I30-I51"	1477.4	3
"85+"	"M"	2005	"I60-I69"	1136.7	4
"85+"	"M"	2005	"J09-J18"	748.1	6
"85+"	"M"	2005	"J40-J47"	910.8	5
"85+"	"M"	2005	"N17-N19"	408.8	9
"85+"	"M"	2006	"C00-C97"	2500.3	2
"85+"	"M"	2006	"F01-F09"	837.8	6
"85+"	"M"	2006	"G30-G31"	732.5	7
"85+"	"M"	2006	"I10-I15"	362.5	10
"85+"	"M"	2006	"I20-I25"	3672.5	1
"85+"	"M"	2006	"I30-I51"	1439.9	3
"85+"	"M"	2006	"I60-I69"	1036.8	4
"85+"	"M"	2006	"J09-J18"	652	8
"85+"	"M"	2006	"J40-J47"	846	5
"85+"	"M"	2006	"N17-N19"	399	9
"1-4"	"F"	2007	"C00-C97"	2.2	4
"1-4"	"F"	2007	"E70-E88"	0.7	10
"1-4"	"F"	2007	"I30-I51"	0.9	7
"1-4"	"F"	2007	"J09-J18"	0.7	9
"1-4"	"F"	2007	"Q00-Q07"	0.9	8
"1-4"	"F"	2007	"Q20-Q28"	1.4	5
"1-4"	"F"	2007	"R95-R99"	1.2	6
"1-4"	"F"	2007	"V01-V99"	3.2	2
"1-4"	"F"	2007	"W00-X59"	4.4	1
"1-4"	"F"	2007	"X85-Y09"	2.3	3
"1-4"	"F"	2008	"C00-C97"	2.2	4
"1-4"	"F"	2008	"E70-E88"	0.8	10
"1-4"	"F"	2008	"I30-I51"	0.8	8
"1-4"	"F"	2008	"J09-J18"	0.9	7
"1-4"	"F"	2008	"Q00-Q07"	0.8	9
"1-4"	"F"	2008	"Q20-Q28"	1.2	5
"1-4"	"F"	2008	"R95-R99"	1.1	6
"1-4"	"F"	2008	"V01-V99"	2.7	2
"1-4"	"F"	2008	"W00-X59"	4.5	1
"1-4"	"F"	2008	"X85-Y09"	2.3	3
"1-4"	"F"	2009	"C00-C97"	2.1	4
"1-4"	"F"	2009	"E70-E88"	0.6	10
"1-4"	"F"	2009	"I30-I51"	0.8	9
"1-4"	"F"	2009	"J09-J18"	1	6
"1-4"	"F"	2009	"Q00-Q07"	0.8	8
"1-4"	"F"	2009	"Q20-Q28"	1	7
"1-4"	"F"	2009	"R95-R99"	1.2	5
"1-4"	"F"	2009	"V01-V99"	2.7	2
"1-4"	"F"	2009	"W00-X59"	4.1	1
"1-4"	"F"	2009	"X85-Y09"	2.3	3
"1-4"	"M"	2007	"C00-C97"	2.3	4
"1-4"	"M"	2007	"E70-E88"	0.9	7
"1-4"	"M"	2007	"I30-I51"	0.8	8
"1-4"	"M"	2007	"J09-J18"	0.7	10
"1-4"	"M"	2007	"Q00-Q07"	0.8	9
"1-4"	"M"	2007	"Q20-Q28"	1.4	5
"1-4"	"M"	2007	"R95-R99"	1.4	6
"1-4"	"M"	2007	"V01-V99"	4	2
"1-4"	"M"	2007	"W00-X59"	8	1
"1-4"	"M"	2007	"X85-Y09"	2.6	3
"1-4"	"M"	2008	"C00-C97"	2.6	4
"1-4"	"M"	2008	"E70-E88"	1	8
"1-4"	"M"	2008	"I30-I51"	1	7
"1-4"	"M"	2008	"J09-J18"	0.8	9
"1-4"	"M"	2008	"Q00-Q07"	0.7	10
"1-4"	"M"	2008	"Q20-Q28"	1.3	6
"1-4"	"M"	2008	"R95-R99"	1.8	5
"1-4"	"M"	2008	"V01-V99"	3.4	2
"1-4"	"M"	2008	"W00-X59"	7.5	1
"1-4"	"M"	2008	"X85-Y09"	2.8	3
"1-4"	"M"	2009	"C00-C97"	2.2	4
"1-4"	"M"	2009	"E70-E88"	0.8	7
"1-4"	"M"	2009	"I30-I51"	0.7	9
"1-4"	"M"	2009	"J09-J18"	0.8	8
"1-4"	"M"	2009	"Q00-Q07"	0.7	10
"1-4"	"M"	2009	"Q20-Q28"	1	6
"1-4"	"M"	2009	"R95-R99"	1.7	5
"1-4"	"M"	2009	"V01-V99"	3.6	2
"1-4"	"M"	2009	"W00-X59"	7.5	1
"1-4"	"M"	2009	"X85-Y09"	2.2	3
"5-9"	"F"	2007	"C00-C97"	2.3	2
"5-9"	"F"	2007	"E70-E88"	0.3	7
"5-9"	"F"	2007	"G80-G83"	0.4	5
"5-9"	"F"	2007	"I30-I51"	0.4	6
"5-9"	"F"	2007	"J09-J18"	0.2	10
"5-9"	"F"	2007	"Q00-Q07"	0.3	9
"5-9"	"F"	2007	"Q20-Q28"	0.3	8
"5-9"	"F"	2007	"V01-V99"	2.4	1
"5-9"	"F"	2007	"W00-X59"	1.6	3
"5-9"	"F"	2007	"X85-Y09"	0.7	4
"5-9"	"F"	2008	"C00-C97"	2.4	1
"5-9"	"F"	2008	"D37-D48"	0.3	9
"5-9"	"F"	2008	"E70-E88"	0.4	5
"5-9"	"F"	2008	"G80-G83"	0.3	7
"5-9"	"F"	2008	"I30-I51"	0.3	6
"5-9"	"F"	2008	"Q20-Q28"	0.3	10
"5-9"	"F"	2008	"R95-R99"	0.3	8
"5-9"	"F"	2008	"V01-V99"	1.9	2
"5-9"	"F"	2008	"W00-X59"	1.4	3
"5-9"	"F"	2008	"X85-Y09"	0.5	4
"5-9"	"F"	2009	"C00-C97"	2.1	1
"5-9"	"F"	2009	"E70-E88"	0.3	9
"5-9"	"F"	2009	"G80-G83"	0.4	7
"5-9"	"F"	2009	"I30-I51"	0.4	6
"5-9"	"F"	2009	"J09-J18"	0.5	5
"5-9"	"F"	2009	"J40-J47"	0.3	10
"5-9"	"F"	2009	"Q00-Q07"	0.3	8
"5-9"	"F"	2009	"V01-V99"	2	2
"5-9"	"F"	2009	"W00-X59"	1.1	3
"5-9"	"F"	2009	"X85-Y09"	0.6	4
"5-9"	"M"	2007	"A30-A49"	0.3	10
"5-9"	"M"	2007	"C00-C97"	2.5	2
"5-9"	"M"	2007	"E70-E88"	0.5	7
"5-9"	"M"	2007	"G80-G83"	0.5	5
"5-9"	"M"	2007	"I30-I51"	0.5	6
"5-9"	"M"	2007	"J40-J47"	0.4	8
"5-9"	"M"	2007	"Q00-Q07"	0.3	9
"5-9"	"M"	2007	"V01-V99"	3.1	1
"5-9"	"M"	2007	"W00-X59"	2.5	3
"5-9"	"M"	2007	"X85-Y09"	0.6	4
"5-9"	"M"	2008	"C00-C97"	2.2	3
"5-9"	"M"	2008	"E70-E88"	0.4	9
"5-9"	"M"	2008	"G80-G83"	0.4	6
"5-9"	"M"	2008	"I30-I51"	0.4	5
"5-9"	"M"	2008	"J09-J18"	0.3	10
"5-9"	"M"	2008	"J40-J47"	0.4	7
"5-9"	"M"	2008	"Q20-Q28"	0.4	8
"5-9"	"M"	2008	"V01-V99"	2.6	1
"5-9"	"M"	2008	"W00-X59"	2.4	2
"5-9"	"M"	2008	"X85-Y09"	0.6	4
"5-9"	"M"	2009	"C00-C97"	2.6	1
"5-9"	"M"	2009	"E70-E88"	0.3	10
"5-9"	"M"	2009	"G80-G83"	0.4	6
"5-9"	"M"	2009	"I30-I51"	0.3	9
"5-9"	"M"	2009	"J09-J18"	0.6	4
"5-9"	"M"	2009	"J40-J47"	0.4	7
"5-9"	"M"	2009	"Q20-Q28"	0.3	8
"5-9"	"M"	2009	"V01-V99"	2.4	2
"5-9"	"M"	2009	"W00-X59"	2	3
"5-9"	"M"	2009	"X85-Y09"	0.6	5
"10-14"	"F"	2007	"C00-C97"	2.3	2
"10-14"	"F"	2007	"E70-E88"	0.3	9
"10-14"	"F"	2007	"G80-G83"	0.5	6
"10-14"	"F"	2007	"I30-I51"	0.5	7
"10-14"	"F"	2007	"J09-J18"	0.3	10
"10-14"	"F"	2007	"Q20-Q28"	0.3	8
"10-14"	"F"	2007	"V01-V99"	3.2	1
"10-14"	"F"	2007	"W00-X59"	1.2	3
"10-14"	"F"	2007	"X60-X84"	0.5	5
"10-14"	"F"	2007	"X85-Y09"	0.6	4
"10-14"	"F"	2008	"C00-C97"	2	2
"10-14"	"F"	2008	"G80-G83"	0.5	6
"10-14"	"F"	2008	"I30-I51"	0.5	7
"10-14"	"F"	2008	"I60-I69"	0.3	10
"10-14"	"F"	2008	"J40-J47"	0.3	9
"10-14"	"F"	2008	"Q20-Q28"	0.4	8
"10-14"	"F"	2008	"V01-V99"	2.3	1
"10-14"	"F"	2008	"W00-X59"	1.1	3
"10-14"	"F"	2008	"X60-X84"	0.7	5
"10-14"	"F"	2008	"X85-Y09"	0.7	4
"10-14"	"F"	2009	"C00-C97"	1.9	2
"10-14"	"F"	2009	"E70-E88"	0.4	8
