"agegrp"	"gender"	"year"	"cause_code"	"rate"	"relrank"
"85+"	"F"	2007	"C00-C97"	1383.9	2
"85+"	"F"	2007	"E10-E14"	283.3	10
"85+"	"F"	2007	"F01-F09"	1136.2	5
"85+"	"F"	2007	"G30-G31"	1045.5	6
"85+"	"F"	2007	"I10-I15"	480.3	8
"85+"	"F"	2007	"I20-I25"	2734.4	1
"85+"	"F"	2007	"I30-I51"	1371.3	3
"85+"	"F"	2007	"I60-I69"	1162.4	4
"85+"	"F"	2007	"J09-J18"	461.2	9
"85+"	"F"	2007	"J40-J47"	562.3	7
"85+"	"F"	2008	"C00-C97"	1385.9	2
"85+"	"F"	2008	"E10-E14"	278.8	10
"85+"	"F"	2008	"F01-F09"	1317.9	4
"85+"	"F"	2008	"G30-G31"	1130.4	5
"85+"	"F"	2008	"I10-I15"	487.4	8
"85+"	"F"	2008	"I20-I25"	2674.6	1
"85+"	"F"	2008	"I30-I51"	1357	3
"85+"	"F"	2008	"I60-I69"	1120.8	6
"85+"	"F"	2008	"J09-J18"	473	9
"85+"	"F"	2008	"J40-J47"	623.1	7
"85+"	"F"	2009	"C00-C97"	1358.6	2
"85+"	"F"	2009	"E10-E14"	263.5	10
"85+"	"F"	2009	"F01-F09"	1298.4	4
"85+"	"F"	2009	"G30-G31"	1063.2	5
"85+"	"F"	2009	"I10-I15"	468.5	8
"85+"	"F"	2009	"I20-I25"	2413	1
"85+"	"F"	2009	"I30-I51"	1312.7	3
"85+"	"F"	2009	"I60-I69"	1040.2	6
"85+"	"F"	2009	"J09-J18"	392.4	9
"85+"	"F"	2009	"J40-J47"	591.1	7
"85+"	"M"	2007	"C00-C97"	2508.4	2
"85+"	"M"	2007	"F01-F09"	844.8	6
"85+"	"M"	2007	"G30-G31"	745.9	7
"85+"	"M"	2007	"I10-I15"	364.9	10
"85+"	"M"	2007	"I20-I25"	3445.1	1
"85+"	"M"	2007	"I30-I51"	1455.2	3
"85+"	"M"	2007	"I60-I69"	998.9	4
"85+"	"M"	2007	"J09-J18"	605.2	8
"85+"	"M"	2007	"J40-J47"	846.1	5
"85+"	"M"	2007	"N17-N19"	384.8	9
"85+"	"M"	2008	"C00-C97"	2444.4	2
"85+"	"M"	2008	"F01-F09"	960.2	5
"85+"	"M"	2008	"G30-G31"	811.6	7
"85+"	"M"	2008	"I10-I15"	381.8	9
"85+"	"M"	2008	"I20-I25"	3402.1	1
"85+"	"M"	2008	"I30-I51"	1420.4	3
"85+"	"M"	2008	"I60-I69"	965.2	4
"85+"	"M"	2008	"J09-J18"	595.9	8
"85+"	"M"	2008	"J40-J47"	934.1	6
"85+"	"M"	2008	"N17-N19"	375.3	10
"85+"	"M"	2009	"C00-C97"	2412.2	2
"85+"	"M"	2009	"F01-F09"	980.1	4
"85+"	"M"	2009	"G30-G31"	783.2	7
"85+"	"M"	2009	"I10-I15"	370.6	9
"85+"	"M"	2009	"I20-I25"	3202	1
"85+"	"M"	2009	"I30-I51"	1409.2	3
"85+"	"M"	2009	"I60-I69"	891.6	5
"85+"	"M"	2009	"J09-J18"	520.3	8
"85+"	"M"	2009	"J40-J47"	881.4	6
"85+"	"M"	2009	"N17-N19"	364.1	10
"1-4"	"F"	2010	"C00-C97"	1.9	4
"1-4"	"F"	2010	"E70-E88"	0.7	9
"1-4"	"F"	2010	"I30-I51"	0.7	8
"1-4"	"F"	2010	"J09-J18"	0.5	10
"1-4"	"F"	2010	"Q00-Q07"	0.9	7
"1-4"	"F"	2010	"Q20-Q28"	1.4	5
"1-4"	"F"	2010	"R95-R99"	1.2	6
"1-4"	"F"	2010	"V01-V99"	2.6	2
"1-4"	"F"	2010	"W00-X59"	4	1
"1-4"	"F"	2010	"X85-Y09"	1.9	3
"1-4"	"F"	2011	"C00-C97"	2.1	4
"1-4"	"F"	2011	"E70-E88"	0.7	10
"1-4"	"F"	2011	"I30-I51"	0.8	7
"1-4"	"F"	2011	"J09-J18"	0.7	8
"1-4"	"F"	2011	"Q00-Q07"	0.7	9
"1-4"	"F"	2011	"Q20-Q28"	1.2	6
"1-4"	"F"	2011	"R95-R99"	1.3	5
"1-4"	"F"	2011	"V01-V99"	2.7	2
"1-4"	"F"	2011	"W00-X59"	4.1	1
"1-4"	"F"	2011	"X85-Y09"	2.1	3
"1-4"	"F"	2012	"C00-C97"	2.2	3
"1-4"	"F"	2012	"E70-E88"	0.6	9
"1-4"	"F"	2012	"I30-I51"	0.7	8
"1-4"	"F"	2012	"J09-J18"	0.5	10
"1-4"	"F"	2012	"Q00-Q07"	0.8	7
"1-4"	"F"	2012	"Q20-Q28"	1.1	6
"1-4"	"F"	2012	"R95-R99"	1.4	5
"1-4"	"F"	2012	"V01-V99"	2.8	2
"1-4"	"F"	2012	"W00-X59"	4.1	1
"1-4"	"F"	2012	"X85-Y09"	1.8	4
"1-4"	"M"	2010	"C00-C97"	2.4	4
"1-4"	"M"	2010	"E70-E88"	0.6	8
"1-4"	"M"	2010	"I30-I51"	0.8	7
"1-4"	"M"	2010	"J09-J18"	0.6	9
"1-4"	"M"	2010	"Q00-Q07"	0.6	10
"1-4"	"M"	2010	"Q20-Q28"	1.2	6
"1-4"	"M"	2010	"R95-R99"	1.3	5
"1-4"	"M"	2010	"V01-V99"	3.2	2
"1-4"	"M"	2010	"W00-X59"	7.2	1
"1-4"	"M"	2010	"X85-Y09"	2.7	3
"1-4"	"M"	2011	"C00-C97"	2.2	4
"1-4"	"M"	2011	"E70-E88"	0.7	8
"1-4"	"M"	2011	"I30-I51"	0.7	7
"1-4"	"M"	2011	"J09-J18"	0.7	9
"1-4"	"M"	2011	"Q00-Q07"	0.6	10
"1-4"	"M"	2011	"Q20-Q28"	1.4	6
"1-4"	"M"	2011	"R95-R99"	1.6	5
"1-4"	"M"	2011	"V01-V99"	2.8	3
"1-4"	"M"	2011	"W00-X59"	7.4	1
"1-4"	"M"	2011	"X85-Y09"	2.8	2
"1-4"	"M"	2012	"C00-C97"	2.7	3
"1-4"	"M"	2012	"E70-E88"	1	7
"1-4"	"M"	2012	"I30-I51"	0.7	9
"1-4"	"M"	2012	"J09-J18"	0.7	10
"1-4"	"M"	2012	"Q00-Q07"	0.7	8
"1-4"	"M"	2012	"Q20-Q28"	1.4	6
"1-4"	"M"	2012	"R95-R99"	1.4	5
"1-4"	"M"	2012	"V01-V99"	3.3	2
"1-4"	"M"	2012	"W00-X59"	6.5	1
"1-4"	"M"	2012	"X85-Y09"	2.4	4
"5-9"	"F"	2010	"C00-C97"	2	1
"5-9"	"F"	2010	"E70-E88"	0.4	5
"5-9"	"F"	2010	"G80-G83"	0.3	6
"5-9"	"F"	2010	"I30-I51"	0.3	8
"5-9"	"F"	2010	"J09-J18"	0.2	10
"5-9"	"F"	2010	"Q00-Q07"	0.3	9
"5-9"	"F"	2010	"Q20-Q28"	0.3	7
"5-9"	"F"	2010	"V01-V99"	1.5	2
"5-9"	"F"	2010	"W00-X59"	1.2	3
"5-9"	"F"	2010	"X85-Y09"	0.5	4
"5-9"	"F"	2011	"A30-A49"	0.3	9
"5-9"	"F"	2011	"C00-C97"	2	1
"5-9"	"F"	2011	"E70-E88"	0.4	7
"5-9"	"F"	2011	"G80-G83"	0.4	6
"5-9"	"F"	2011	"I30-I51"	0.5	5
"5-9"	"F"	2011	"J09-J18"	0.3	8
"5-9"	"F"	2011	"Q00-Q07"	0.2	10
"5-9"	"F"	2011	"V01-V99"	1.8	2
"5-9"	"F"	2011	"W00-X59"	1.2	3
"5-9"	"F"	2011	"X85-Y09"	0.5	4
"5-9"	"F"	2012	"C00-C97"	1.9	1
"5-9"	"F"	2012	"E70-E88"	0.2	9
"5-9"	"F"	2012	"G80-G83"	0.3	5
"5-9"	"F"	2012	"I30-I51"	0.3	7
"5-9"	"F"	2012	"J09-J18"	0.2	10
"5-9"	"F"	2012	"J40-J47"	0.3	6
"5-9"	"F"	2012	"Q00-Q07"	0.3	8
"5-9"	"F"	2012	"V01-V99"	1.6	2
"5-9"	"F"	2012	"W00-X59"	1.1	3
"5-9"	"F"	2012	"X85-Y09"	0.6	4
"5-9"	"M"	2010	"C00-C97"	2.3	2
"5-9"	"M"	2010	"E70-E88"	0.3	8
"5-9"	"M"	2010	"G80-G83"	0.4	6
"5-9"	"M"	2010	"I30-I51"	0.3	9
"5-9"	"M"	2010	"I60-I69"	0.3	10
"5-9"	"M"	2010	"J40-J47"	0.4	5
"5-9"	"M"	2010	"Q20-Q28"	0.4	7
"5-9"	"M"	2010	"V01-V99"	2.5	1
"5-9"	"M"	2010	"W00-X59"	2.1	3
"5-9"	"M"	2010	"X85-Y09"	0.6	4
"5-9"	"M"	2011	"C00-C97"	2.3	1
"5-9"	"M"	2011	"E70-E88"	0.4	6
"5-9"	"M"	2011	"G80-G83"	0.3	9
"5-9"	"M"	2011	"J09-J18"	0.3	10
"5-9"	"M"	2011	"J40-J47"	0.4	5
"5-9"	"M"	2011	"Q00-Q07"	0.4	7
"5-9"	"M"	2011	"Q20-Q28"	0.3	8
"5-9"	"M"	2011	"V01-V99"	2.3	2
"5-9"	"M"	2011	"W00-X59"	2.1	3
"5-9"	"M"	2011	"X85-Y09"	0.7	4
"5-9"	"M"	2012	"C00-C97"	2.4	1
"5-9"	"M"	2012	"D37-D48"	0.2	10
"5-9"	"M"	2012	"E70-E88"	0.5	6
"5-9"	"M"	2012	"G80-G83"	0.5	5
"5-9"	"M"	2012	"I30-I51"	0.3	9
"5-9"	"M"	2012	"J40-J47"	0.3	8
"5-9"	"M"	2012	"Q20-Q28"	0.3	7
"5-9"	"M"	2012	"V01-V99"	2.2	2
"5-9"	"M"	2012	"W00-X59"	2.1	3
"5-9"	"M"	2012	"X85-Y09"	0.7	4
"10-14"	"F"	2010	"C00-C97"	2.3	1
"10-14"	"F"	2010	"D37-D48"	0.3	10
"10-14"	"F"	2010	"E70-E88"	0.4	7
"10-14"	"F"	2010	"G80-G83"	0.3	8
"10-14"	"F"	2010	"I30-I51"	0.4	6
"10-14"	"F"	2010	"J40-J47"	0.3	9
"10-14"	"F"	2010	"V01-V99"	2.2	2
"10-14"	"F"	2010	"W00-X59"	0.9	3
"10-14"	"F"	2010	"X60-X84"	0.9	4
"10-14"	"F"	2010	"X85-Y09"	0.4	5
"10-14"	"F"	2011	"C00-C97"	1.8	2
"10-14"	"F"	2011	"E70-E88"	0.3	10
"10-14"	"F"	2011	"G80-G83"	0.4	7
"10-14"	"F"	2011	"I30-I51"	0.4	6
"10-14"	"F"	2011	"J40-J47"	0.3	9
"10-14"	"F"	2011	"Q20-Q28"	0.3	8
"10-14"	"F"	2011	"V01-V99"	2.1	1
"10-14"	"F"	2011	"W00-X59"	0.9	3
"10-14"	"F"	2011	"X60-X84"	0.8	4
"10-14"	"F"	2011	"X85-Y09"	0.5	5
"10-14"	"F"	2012	"C00-C97"	2.1	1
"10-14"	"F"	2012	"E70-E88"	0.3	8
"10-14"	"F"	2012	"G80-G83"	0.4	6
"10-14"	"F"	2012	"I30-I51"	0.4	7
"10-14"	"F"	2012	"J40-J47"	0.2	10
"10-14"	"F"	2012	"Q20-Q28"	0.3	9
"10-14"	"F"	2012	"V01-V99"	1.9	2
"10-14"	"F"	2012	"W00-X59"	0.9	3
"10-14"	"F"	2012	"X60-X84"	0.8	4
"10-14"	"F"	2012	"X85-Y09"	0.6	5
"10-14"	"M"	2010	"C00-C97"	2.3	3
"10-14"	"M"	2010	"E70-E88"	0.5	8
"10-14"	"M"	2010	"G80-G83"	0.6	6
"10-14"	"M"	2010	"I30-I51"	0.5	7
"10-14"	"M"	2010	"J40-J47"	0.4	9
"10-14"	"M"	2010	"Q20-Q28"	0.3	10
"10-14"	"M"	2010	"V01-V99"	2.9	1
"10-14"	"M"	2010	"W00-X59"	2.4	2
"10-14"	"M"	2010	"X60-X84"	1.7	4
"10-14"	"M"	2010	"X85-Y09"	1	5
"10-14"	"M"	2011	"C00-C97"	2.3	2
"10-14"	"M"	2011	"E70-E88"	0.4	10
"10-14"	"M"	2011	"G80-G83"	0.6	6
"10-14"	"M"	2011	"I30-I51"	0.4	7
"10-14"	"M"	2011	"J40-J47"	0.4	8
"10-14"	"M"	2011	"Q20-Q28"	0.4	9
"10-14"	"M"	2011	"V01-V99"	3.1	1
"10-14"	"M"	2011	"W00-X59"	2.2	3
"10-14"	"M"	2011	"X60-X84"	1.9	4
"10-14"	"M"	2011	"X85-Y09"	1	5
"10-14"	"M"	2012	"C00-C97"	2.5	2
"10-14"	"M"	2012	"E70-E88"	0.3	10
"10-14"	"M"	2012	"G80-G83"	0.5	7
"10-14"	"M"	2012	"I30-I51"	0.5	6
"10-14"	"M"	2012	"J40-J47"	0.3	9
"10-14"	"M"	2012	"Q20-Q28"	0.3	8
"10-14"	"M"	2012	"V01-V99"	2.9	1
"10-14"	"M"	2012	"W00-X59"	2	4
"10-14"	"M"	2012	"X60-X84"	2.1	3
"10-14"	"M"	2012	"X85-Y09"	1	5
"15-19"	"F"	2010	"C00-C97"	2.2	5
"15-19"	"F"	2010	"E70-E88"	0.5	8
"15-19"	"F"	2010	"G80-G83"	0.5	7
"15-19"	"F"	2010	"I30-I51"	0.6	6
"15-19"	"F"	2010	"I60-I69"	0.3	10
"15-19"	"F"	2010	"R95-R99"	0.4	9
"15-19"	"F"	2010	"V01-V99"	9.5	1
"15-19"	"F"	2010	"W00-X59"	2.9	3
"15-19"	"F"	2010	"X60-X84"	3.1	2
"15-19"	"F"	2010	"X85-Y09"	2.3	4
"15-19"	"F"	2011	"C00-C97"	2.4	4
"15-19"	"F"	2011	"E70-E88"	0.5	7
"15-19"	"F"	2011	"G40-G47"	0.3	10
"15-19"	"F"	2011	"G80-G83"	0.5	8
"15-19"	"F"	2011	"I30-I51"	0.6	6
"15-19"	"F"	2011	"V01-V99"	9.2	1
"15-19"	"F"	2011	"W00-X59"	2.7	3
"15-19"	"F"	2011	"X60-X84"	3.5	2
"15-19"	"F"	2011	"X85-Y09"	2.2	5
"15-19"	"F"	2011	"Y10-Y34"	0.3	9
"15-19"	"F"	2012	"C00-C97"	2.4	3
"15-19"	"F"	2012	"E70-E88"	0.5	8
"15-19"	"F"	2012	"G80-G83"	0.6	7
"15-19"	"F"	2012	"I30-I51"	0.7	6
"15-19"	"F"	2012	"Q20-Q28"	0.3	10
"15-19"	"F"	2012	"R95-R99"	0.4	9
"15-19"	"F"	2012	"V01-V99"	9.1	1
"15-19"	"F"	2012	"W00-X59"	2.2	4
"15-19"	"F"	2012	"X60-X84"	3.9	2
"15-19"	"F"	2012	"X85-Y09"	2	5
"15-19"	"M"	2010	"C00-C97"	3.2	5
"15-19"	"M"	2010	"G70-G72"	0.7	9
"15-19"	"M"	2010	"G80-G83"	0.9	8
"15-19"	"M"	2010	"I30-I51"	1.8	6
"15-19"	"M"	2010	"Q20-Q28"	0.7	10
"15-19"	"M"	2010	"V01-V99"	18.5	1
"15-19"	"M"	2010	"W00-X59"	9.7	4
"15-19"	"M"	2010	"X60-X84"	11.7	3
"15-19"	"M"	2010	"X85-Y09"	14	2
"15-19"	"M"	2010	"Y10-Y34"	1	7
"15-19"	"M"	2011	"C00-C97"	3.5	5
"15-19"	"M"	2011	"G70-G72"	0.7	9
"15-19"	"M"	2011	"G80-G83"	0.8	7
"15-19"	"M"	2011	"I30-I51"	1.7	6
"15-19"	"M"	2011	"R95-R99"	0.6	10
"15-19"	"M"	2011	"V01-V99"	17.8	1
"15-19"	"M"	2011	"W00-X59"	9.5	4
"15-19"	"M"	2011	"X60-X84"	12.9	3
"15-19"	"M"	2011	"X85-Y09"	12.9	2
"15-19"	"M"	2011	"Y10-Y34"	0.8	8
"15-19"	"M"	2012	"C00-C97"	3.5	5
"15-19"	"M"	2012	"G80-G83"	0.9	7
"15-19"	"M"	2012	"I30-I51"	1.5	6
"15-19"	"M"	2012	"Q20-Q28"	0.6	10
"15-19"	"M"	2012	"R95-R99"	0.7	9
"15-19"	"M"	2012	"V01-V99"	16.8	1
"15-19"	"M"	2012	"W00-X59"	8.7	4
"15-19"	"M"	2012	"X60-X84"	12.5	3
"15-19"	"M"	2012	"X85-Y09"	12.8	2
"15-19"	"M"	2012	"Y10-Y34"	0.8	8
"20-24"	"F"	2010	"C00-C97"	3.5	4
"20-24"	"F"	2010	"E70-E88"	0.7	8
"20-24"	"F"	2010	"G80-G83"	0.7	10
"20-24"	"F"	2010	"I30-I51"	1.2	6
"20-24"	"F"	2010	"R95-R99"	0.7	9
"20-24"	"F"	2010	"V01-V99"	10.8	1
"20-24"	"F"	2010	"W00-X59"	7.2	2
"20-24"	"F"	2010	"X60-X84"	4.7	3
"20-24"	"F"	2010	"X85-Y09"	3.4	5
"20-24"	"F"	2010	"Y10-Y34"	0.9	7
"20-24"	"F"	2011	"C00-C97"	3.6	4
"20-24"	"F"	2011	"E70-E88"	0.7	9
"20-24"	"F"	2011	"I30-I51"	1.3	6
"20-24"	"F"	2011	"J09-J18"	0.7	8
"20-24"	"F"	2011	"O95-O99"	0.6	10
"20-24"	"F"	2011	"R95-R99"	0.7	7
"20-24"	"F"	2011	"V01-V99"	9.9	1
"20-24"	"F"	2011	"W00-X59"	7.6	2
"20-24"	"F"	2011	"X60-X84"	4.5	3
"20-24"	"F"	2011	"X85-Y09"	3.5	5
"20-24"	"F"	2012	"C00-C97"	3.6	5
"20-24"	"F"	2012	"G80-G83"	0.7	9
"20-24"	"F"	2012	"I30-I51"	1.2	6
"20-24"	"F"	2012	"O95-O99"	0.6	10
"20-24"	"F"	2012	"R95-R99"	0.8	8
"20-24"	"F"	2012	"V01-V99"	10	1
"20-24"	"F"	2012	"W00-X59"	6.9	2
"20-24"	"F"	2012	"X60-X84"	4.9	3
"20-24"	"F"	2012	"X85-Y09"	3.7	4
"20-24"	"F"	2012	"Y10-Y34"	0.9	7
"20-24"	"M"	2010	"C00-C97"	5.8	5
"20-24"	"M"	2010	"G70-G72"	0.9	10
"20-24"	"M"	2010	"G80-G83"	1	9
"20-24"	"M"	2010	"I30-I51"	3.1	6
"20-24"	"M"	2010	"R95-R99"	1.4	8
"20-24"	"M"	2010	"V01-V99"	29.4	1
"20-24"	"M"	2010	"W00-X59"	23.6	2
"20-24"	"M"	2010	"X60-X84"	22.2	4
"20-24"	"M"	2010	"X85-Y09"	22.5	3
"20-24"	"M"	2010	"Y10-Y34"	2	7
"20-24"	"M"	2011	"C00-C97"	5.1	5
"20-24"	"M"	2011	"G80-G83"	0.8	9
"20-24"	"M"	2011	"I20-I25"	0.8	10
"20-24"	"M"	2011	"I30-I51"	2.7	6
"20-24"	"M"	2011	"R95-R99"	1.4	8
"20-24"	"M"	2011	"V01-V99"	29.3	1
"20-24"	"M"	2011	"W00-X59"	24.4	2
"20-24"	"M"	2011	"X60-X84"	22.3	3
"20-24"	"M"	2011	"X85-Y09"	22	4
"20-24"	"M"	2011	"Y10-Y34"	2.2	7
"20-24"	"M"	2012	"C00-C97"	4.7	5
"20-24"	"M"	2012	"G70-G72"	0.8	10
"20-24"	"M"	2012	"G80-G83"	0.9	9
"20-24"	"M"	2012	"I30-I51"	2.5	6
"20-24"	"M"	2012	"R95-R99"	1.5	8
"20-24"	"M"	2012	"V01-V99"	29.3	1
"20-24"	"M"	2012	"W00-X59"	22.7	2
"20-24"	"M"	2012	"X60-X84"	22	4
"20-24"	"M"	2012	"X85-Y09"	22.3	3
"20-24"	"M"	2012	"Y10-Y34"	2.1	7
"25-34"	"F"	2010	"B20-B24"	1.3	10
"25-34"	"F"	2010	"C00-C97"	9	2
"25-34"	"F"	2010	"E10-E14"	1.3	9
"25-34"	"F"	2010	"I30-I51"	2.4	6
"25-34"	"F"	2010	"K70-K76"	1.4	7
"25-34"	"F"	2010	"V01-V99"	7.2	3
"25-34"	"F"	2010	"W00-X59"	11.1	1
"25-34"	"F"	2010	"X60-X84"	5.3	4
"25-34"	"F"	2010	"X85-Y09"	3.3	5
"25-34"	"F"	2010	"Y10-Y34"	1.3	8
"25-34"	"F"	2011	"C00-C97"	8.6	2
"25-34"	"F"	2011	"E10-E14"	1.4	7
"25-34"	"F"	2011	"I30-I51"	2.6	6
"25-34"	"F"	2011	"I60-I69"	1.2	10
"25-34"	"F"	2011	"K70-K76"	1.4	8
"25-34"	"F"	2011	"V01-V99"	7.3	3
"25-34"	"F"	2011	"W00-X59"	12.3	1
"25-34"	"F"	2011	"X60-X84"	6	4
"25-34"	"F"	2011	"X85-Y09"	3.3	5
"25-34"	"F"	2011	"Y10-Y34"	1.2	9
"25-34"	"F"	2012	"C00-C97"	8.9	2
"25-34"	"F"	2012	"E10-E14"	1.4	8
"25-34"	"F"	2012	"I30-I51"	2.3	6
"25-34"	"F"	2012	"K70-K76"	1.5	7
"25-34"	"F"	2012	"R95-R99"	1.3	9
"25-34"	"F"	2012	"V01-V99"	7.5	3
"25-34"	"F"	2012	"W00-X59"	12.3	1
"25-34"	"F"	2012	"X60-X84"	5.9	4
"25-34"	"F"	2012	"X85-Y09"	3.3	5
"25-34"	"F"	2012	"Y10-Y34"	1.3	10
"25-34"	"M"	2010	"B20-B24"	2.3	9
"25-34"	"M"	2010	"C00-C97"	8.6	5
"25-34"	"M"	2010	"I20-I25"	3.8	7
"25-34"	"M"	2010	"I30-I51"	4.9	6
"25-34"	"M"	2010	"R95-R99"	2.1	10
"25-34"	"M"	2010	"V01-V99"	22	3
"25-34"	"M"	2010	"W00-X59"	29.9	1
"25-34"	"M"	2010	"X60-X84"	22.5	2
"25-34"	"M"	2010	"X85-Y09"	17.1	4
"25-34"	"M"	2010	"Y10-Y34"	2.6	8
"25-34"	"M"	2011	"B20-B24"	2	9
"25-34"	"M"	2011	"C00-C97"	8.1	5
"25-34"	"M"	2011	"I20-I25"	3.8	7
"25-34"	"M"	2011	"I30-I51"	4.8	6
"25-34"	"M"	2011	"R95-R99"	1.9	10
"25-34"	"M"	2011	"V01-V99"	21.4	3
"25-34"	"M"	2011	"W00-X59"	32.3	1
"25-34"	"M"	2011	"X60-X84"	23	2
"25-34"	"M"	2011	"X85-Y09"	16.5	4
"25-34"	"M"	2011	"Y10-Y34"	2.5	8
"25-34"	"M"	2012	"C00-C97"	8.4	5
"25-34"	"M"	2012	"I20-I25"	3.6	7
"25-34"	"M"	2012	"I30-I51"	4.6	6
"25-34"	"M"	2012	"K70-K76"	2.3	10
"25-34"	"M"	2012	"R95-R99"	2.4	9
"25-34"	"M"	2012	"V01-V99"	22.5	3
"25-34"	"M"	2012	"W00-X59"	31.8	1
"25-34"	"M"	2012	"X60-X84"	23.3	2
"25-34"	"M"	2012	"X85-Y09"	16.9	4
"25-34"	"M"	2012	"Y10-Y34"	2.4	8
"35-44"	"F"	2010	"B20-B24"	2.9	10
"35-44"	"F"	2010	"C00-C97"	32.3	1
"35-44"	"F"	2010	"E10-E14"	3.5	9
"35-44"	"F"	2010	"I20-I25"	6.3	5
"35-44"	"F"	2010	"I30-I51"	5.2	7
"35-44"	"F"	2010	"I60-I69"	4.2	8
"35-44"	"F"	2010	"K70-K76"	5.3	6
"35-44"	"F"	2010	"V01-V99"	6.5	4
"35-44"	"F"	2010	"W00-X59"	15.6	2
"35-44"	"F"	2010	"X60-X84"	7.4	3
"35-44"	"F"	2011	"C00-C97"	32.8	1
"35-44"	"F"	2011	"E10-E14"	3.5	9
"35-44"	"F"	2011	"I10-I15"	3	10
"35-44"	"F"	2011	"I20-I25"	6.4	4
"35-44"	"F"	2011	"I30-I51"	5.2	7
"35-44"	"F"	2011	"I60-I69"	4	8
"35-44"	"F"	2011	"K70-K76"	5.6	6
"35-44"	"F"	2011	"V01-V99"	6.2	5
"35-44"	"F"	2011	"W00-X59"	17	2
"35-44"	"F"	2011	"X60-X84"	7.6	3
"35-44"	"F"	2012	"C00-C97"	31.9	1
"35-44"	"F"	2012	"E10-E14"	3.5	9
"35-44"	"F"	2012	"I10-I15"	3.1	10
"35-44"	"F"	2012	"I20-I25"	6.6	4
"35-44"	"F"	2012	"I30-I51"	5.1	7
"35-44"	"F"	2012	"I60-I69"	3.8	8
"35-44"	"F"	2012	"K70-K76"	5.5	6
"35-44"	"F"	2012	"V01-V99"	6.4	5
"35-44"	"F"	2012	"W00-X59"	15.9	2
"35-44"	"F"	2012	"X60-X84"	7.7	3
"35-44"	"M"	2010	"B20-B24"	6.3	9
"35-44"	"M"	2010	"C00-C97"	25.2	2
"35-44"	"M"	2010	"I10-I15"	6.1	10
"35-44"	"M"	2010	"I20-I25"	19.7	4
"35-44"	"M"	2010	"I30-I51"	10	6
"35-44"	"M"	2010	"K70-K76"	9.6	7
"35-44"	"M"	2010	"V01-V99"	18	5
"35-44"	"M"	2010	"W00-X59"	31.2	1
"35-44"	"M"	2010	"X60-X84"	24.6	3
"35-44"	"M"	2010	"X85-Y09"	9	8
"35-44"	"M"	2011	"C00-C97"	24.9	3
"35-44"	"M"	2011	"E10-E14"	5.5	10
"35-44"	"M"	2011	"I10-I15"	6.6	9
"35-44"	"M"	2011	"I20-I25"	19.6	4
"35-44"	"M"	2011	"I30-I51"	10.1	6
"35-44"	"M"	2011	"K70-K76"	9.5	7
"35-44"	"M"	2011	"V01-V99"	17.8	5
"35-44"	"M"	2011	"W00-X59"	33.3	1
"35-44"	"M"	2011	"X60-X84"	24.9	2
"35-44"	"M"	2011	"X85-Y09"	9.4	8
"35-44"	"M"	2012	"C00-C97"	24	3
"35-44"	"M"	2012	"E10-E14"	5.7	10
"35-44"	"M"	2012	"I10-I15"	6.5	9
"35-44"	"M"	2012	"I20-I25"	19	4
"35-44"	"M"	2012	"I30-I51"	9.8	7
"35-44"	"M"	2012	"K70-K76"	9.6	8
"35-44"	"M"	2012	"V01-V99"	18.5	5
"35-44"	"M"	2012	"W00-X59"	32.7	1
"35-44"	"M"	2012	"X60-X84"	25.6	2
"35-44"	"M"	2012	"X85-Y09"	10.4	6
"45-54"	"F"	2010	"C00-C97"	109.4	1
"45-54"	"F"	2010	"E10-E14"	9.1	8
"45-54"	"F"	2010	"I10-I15"	8.6	10
"45-54"	"F"	2010	"I20-I25"	25	2
"45-54"	"F"	2010	"I30-I51"	11.9	5
"45-54"	"F"	2010	"I60-I69"	11.4	6
"45-54"	"F"	2010	"J40-J47"	10.5	7
"45-54"	"F"	2010	"K70-K76"	15.5	4
"45-54"	"F"	2010	"W00-X59"	21.4	3
"45-54"	"F"	2010	"X60-X84"	9	9
"45-54"	"F"	2011	"C00-C97"	108	1
"45-54"	"F"	2011	"E10-E14"	10	8
"45-54"	"F"	2011	"I10-I15"	8.2	10
"45-54"	"F"	2011	"I20-I25"	24.5	2
"45-54"	"F"	2011	"I30-I51"	11.9	5
"45-54"	"F"	2011	"I60-I69"	11	6
"45-54"	"F"	2011	"J40-J47"	10.8	7
"45-54"	"F"	2011	"K70-K76"	16.9	4
"45-54"	"F"	2011	"W00-X59"	23.3	3
"45-54"	"F"	2011	"X60-X84"	9.7	9
"45-54"	"F"	2012	"C00-C97"	107	1
"45-54"	"F"	2012	"E10-E14"	9.5	9
"45-54"	"F"	2012	"I10-I15"	8.1	10
"45-54"	"F"	2012	"I20-I25"	24.7	2
"45-54"	"F"	2012	"I30-I51"	12.1	5
"45-54"	"F"	2012	"I60-I69"	11.4	6
"45-54"	"F"	2012	"J40-J47"	10.7	7
"45-54"	"F"	2012	"K70-K76"	16.7	4
"45-54"	"F"	2012	"W00-X59"	23.1	3
"45-54"	"F"	2012	"X60-X84"	10.2	8
"45-54"	"M"	2010	"C00-C97"	113.8	1
"45-54"	"M"	2010	"E10-E14"	15.9	9
"45-54"	"M"	2010	"I10-I15"	16.8	8
"45-54"	"M"	2010	"I20-I25"	78.1	2
"45-54"	"M"	2010	"I30-I51"	23.7	6
"45-54"	"M"	2010	"I60-I69"	14.9	10
